"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"258","0 Muthithi Rd","68","Millenium Krishna","1/1/2018 - 1/31/2018, Every day, Daily Average",1076,625,1849
"258","0 Muthithi Rd","69","Southern Bypass","1/1/2018 - 1/31/2018, Every day, Daily Average",1187,581,2424
"258","0 Muthithi Rd","70","Mbagathi Way","1/1/2018 - 1/31/2018, Every day, Daily Average",1388,711,2707
"258","0 Muthithi Rd","71","Southern Bypass","1/1/2018 - 1/31/2018, Every day, Daily Average",1964,1334,2889
"258","0 Muthithi Rd","72","Biashara St","1/1/2018 - 1/31/2018, Every day, Daily Average",1732,1224,2450
"258","0 Muthithi Rd","73","Beijing Road","1/1/2018 - 1/31/2018, Every day, Daily Average",2178,1340,3539
"258","0 Muthithi Rd","77","Argwings Kodhek Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",1261,717,2217
"258","0 Muthithi Rd","78","ARGWINGS KODHEK APPARTMENTS","1/1/2018 - 1/31/2018, Every day, Daily Average",1223,740,2019
"258","0 Muthithi Rd","79","Eastern Bypass","1/1/2018 - 1/31/2018, Every day, Daily Average",2374,1431,3937
"258","0 Muthithi Rd","80","Kihingo","1/1/2018 - 1/31/2018, Every day, Daily Average",2042,1382,3016
"258","0 Muthithi Rd","81","Kangundo Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",2516,1646,3844
"258","0 Muthithi Rd","82","Langata Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",1817,1061,3109
"258","0 Muthithi Rd","83","A 104","1/1/2018 - 1/31/2018, Every day, Daily Average",1446,980,2131
"258","0 Muthithi Rd","86","Ngong Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",2147,1294,3561
"258","0 Muthithi Rd","87","Church Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",1884,1249,2840
"258","0 Muthithi Rd","88","Mombasa Road","1/1/2018 - 1/31/2018, Every day, Daily Average",1950,1093,3476
"258","0 Muthithi Rd","90","0 General Mathenge Dr","1/1/2018 - 1/31/2018, Every day, Daily Average",625,352,1107
"258","0 Muthithi Rd","91","Irungu Riika Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",422,179,993
"258","0 Muthithi Rd","93","Mukinduri Ln","1/1/2018 - 1/31/2018, Every day, Daily Average",2780,1662,4649
"258","0 Muthithi Rd","94","Unnamed Road","1/1/2018 - 1/31/2018, Every day, Daily Average",2286,1365,3826
"258","0 Muthithi Rd","95","Adminstration Block","1/1/2018 - 1/31/2018, Every day, Daily Average",1259,635,2492
"258","0 Muthithi Rd","96","Grevillea Ln","1/1/2018 - 1/31/2018, Every day, Daily Average",1464,784,2731
"258","0 Muthithi Rd","97","Meru - Nairobi Hwy","1/1/2018 - 1/31/2018, Every day, Daily Average",3099,2247,4273
"258","0 Muthithi Rd","98","Tembo Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",2554,1629,4003
"258","0 Muthithi Rd","102","Limuru Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",1263,837,1903
"258","0 Muthithi Rd","103","Syokimau - Katani Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",2130,1254,3616
"258","0 Muthithi Rd","105","Kamiti Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",2478,1822,3369
"258","0 Muthithi Rd","106","Rhino Park Close","1/1/2018 - 1/31/2018, Every day, Daily Average",3190,2182,4663
"258","0 Muthithi Rd","107","Kabarnet Gardens","1/1/2018 - 1/31/2018, Every day, Daily Average",1465,818,2623
"258","0 Muthithi Rd","108","Naivasha Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",1640,1091,2463
"258","0 Muthithi Rd","110","0 Waiyaki Way","1/1/2018 - 1/31/2018, Every day, Daily Average",703,373,1321
"258","0 Muthithi Rd","112","Meru - Nairobi Hwy","1/1/2018 - 1/31/2018, Every day, Daily Average",910,575,1437
"258","0 Muthithi Rd","113","A 104","1/1/2018 - 1/31/2018, Every day, Daily Average",1395,916,2122
"258","0 Muthithi Rd","114","Gitaru Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",1655,1115,2455
"258","0 Muthithi Rd","115","Syokimau Airport Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",2442,1587,3756
"258","0 Muthithi Rd","116","Kayole Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",2885,1831,4544
"258","0 Muthithi Rd","117","Unnamed Road","1/1/2018 - 1/31/2018, Every day, Daily Average",1883,1267,2797
"258","0 Muthithi Rd","119","Ruiru Kamiti Road","1/1/2018 - 1/31/2018, Every day, Daily Average",2422,1600,3666
"258","0 Muthithi Rd","120","Mombasa Road","1/1/2018 - 1/31/2018, Every day, Daily Average",3493,2156,5656
"258","0 Muthithi Rd","121","Kibichiko Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",1452,946,2227
"258","0 Muthithi Rd","123","Muigai Kenyatta Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",2341,1518,3609
"258","0 Muthithi Rd","124","Mombasa Road","1/1/2018 - 1/31/2018, Every day, Daily Average",2516,1601,3952
"258","0 Muthithi Rd","127","Lower Kabete","1/1/2018 - 1/31/2018, Every day, Daily Average",1271,912,1770
"258","0 Muthithi Rd","128","Langata Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",2163,1298,3603
"258","0 Muthithi Rd","129","Northern Bypass Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",2197,1407,3429
"258","0 Muthithi Rd","130","Southern Bypass","1/1/2018 - 1/31/2018, Every day, Daily Average",1917,1018,3608
"258","0 Muthithi Rd","131","Magadi Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",3549,2394,5259
"258","0 Muthithi Rd","132","Ruiru Kamiti Road","1/1/2018 - 1/31/2018, Every day, Daily Average",2142,1529,2999
"258","0 Muthithi Rd","133","P.O. Box 41185","1/1/2018 - 1/31/2018, Every day, Daily Average",1287,697,2375
"258","0 Muthithi Rd","135","Kikuyu Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",1894,1326,2704
"258","0 Muthithi Rd","136","900 Edina Apartments","1/1/2018 - 1/31/2018, Every day, Daily Average",3207,1990,5166
"258","0 Muthithi Rd","137","Thika - Mang'u Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",2758,2057,3697
"258","0 Muthithi Rd","138","Northern Bypass Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",1628,1016,2606
"258","0 Muthithi Rd","139","Kiambu Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",1345,867,2085
"258","0 Muthithi Rd","140","Banana Raini Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",1923,1377,2683
"258","0 Muthithi Rd","141","Loiyangalani Dr","1/1/2018 - 1/31/2018, Every day, Daily Average",1274,785,2066
"258","0 Muthithi Rd","142","Brookside Grove","1/1/2018 - 1/31/2018, Every day, Daily Average",503,254,994
"258","0 Muthithi Rd","143","Olkeri Laiser Hill Road","1/1/2018 - 1/31/2018, Every day, Daily Average",3479,2211,5472
"258","0 Muthithi Rd","145","Mombasa Road","1/1/2018 - 1/31/2018, Every day, Daily Average",2311,1418,3766
"258","0 Muthithi Rd","147","Meru - Nairobi Hwy","1/1/2018 - 1/31/2018, Every day, Daily Average",2532,1836,3491
"258","0 Muthithi Rd","148","Unnamed Road","1/1/2018 - 1/31/2018, Every day, Daily Average",2956,2087,4185
"258","0 Muthithi Rd","150","Unnamed Road","1/1/2018 - 1/31/2018, Every day, Daily Average",2755,1825,4158
"258","0 Muthithi Rd","151","0 Riverside Dr","1/1/2018 - 1/31/2018, Every day, Daily Average",286,119,683
"258","0 Muthithi Rd","152","Nairobi - Namanga","1/1/2018 - 1/31/2018, Every day, Daily Average",2767,1900,4029
"258","0 Muthithi Rd","153","0 Bendera Ln","1/1/2018 - 1/31/2018, Every day, Daily Average",919,586,1439
"258","0 Muthithi Rd","154","Magadi Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",2174,1389,3400
"258","0 Muthithi Rd","155","C65","1/1/2018 - 1/31/2018, Every day, Daily Average",1744,1193,2548
"258","0 Muthithi Rd","157","0 Spring Valley Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",818,499,1339
"258","0 Muthithi Rd","158","Magadi Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",1839,1101,3069
"258","0 Muthithi Rd","159","Zada Flat","1/1/2018 - 1/31/2018, Every day, Daily Average",1905,1348,2692
"258","0 Muthithi Rd","161","clay city masournets","1/1/2018 - 1/31/2018, Every day, Daily Average",1184,747,1876
"258","0 Muthithi Rd","162","Nderi K.A.R.I. Nrb Rd.","1/1/2018 - 1/31/2018, Every day, Daily Average",2006,1449,2776
"258","0 Muthithi Rd","164","Mumbi Ln","1/1/2018 - 1/31/2018, Every day, Daily Average",1726,1122,2654
"258","0 Muthithi Rd","165","A 104","1/1/2018 - 1/31/2018, Every day, Daily Average",2232,1748,2849
"258","0 Muthithi Rd","166","Embakasi Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",1975,1136,3431
"258","0 Muthithi Rd","167","Kirawa Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",1464,1093,1959
"258","0 Muthithi Rd","168","Ring Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",3458,2309,5178
"258","0 Muthithi Rd","169","J35,Block 62/469 Kibera Dr","1/1/2018 - 1/31/2018, Every day, Daily Average",1712,1070,2738
"258","0 Muthithi Rd","172","James Gichuru Road","1/1/2018 - 1/31/2018, Every day, Daily Average",1132,671,1909
"258","0 Muthithi Rd","173","Garissa Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",3163,1966,5088
"258","0 Muthithi Rd","175","Kamiti Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",1906,1366,2658
"258","0 Muthithi Rd","176","Share Saifiyah Burhaniyah","1/1/2018 - 1/31/2018, Every day, Daily Average",1991,1254,3159
"258","0 Muthithi Rd","177","Kikuyu Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",2394,1563,3665
"258","0 Muthithi Rd","178","Kugeria Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",1553,1051,2293
"258","0 Muthithi Rd","179","Eldoret-Malaba Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",1980,1576,2487
"258","0 Muthithi Rd","180","Eastern Bypass","1/1/2018 - 1/31/2018, Every day, Daily Average",1724,1284,2313
"258","0 Muthithi Rd","181","King'eero Shopping Centre Main Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",1687,1273,2235
"258","0 Muthithi Rd","182","A 104","1/1/2018 - 1/31/2018, Every day, Daily Average",1719,1247,2368
"258","0 Muthithi Rd","183","Rd to Utawala Academy","1/1/2018 - 1/31/2018, Every day, Daily Average",2642,1584,4405
"258","0 Muthithi Rd","184","Miami Ct Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",2556,1722,3793
"258","0 Muthithi Rd","185","Limuru Rd","1/1/2018 - 1/31/2018, Every day, Daily Average",2662,1811,3911
"258","0 Muthithi Rd","186","Unnamed Road","1/1/2018 - 1/31/2018, Every day, Daily Average",1792,1388,2312
